"fips","state_fips","county_fips","areaname","state_name","county_name","fipsst","fipsco","region","division","pop1970","pop1971","pop1972","pop1973","pop1974","pop1975","pop1976","pop1977","pop1978","pop1979","pop1980","pop1981","pop1982","pop1983","pop1984","pop1985","pop1986","pop1987","pop1988","pop1989","pop1990","pop1991","pop1992","pop1993","pop1994","pop1995","pop1996","pop1997","pop1998","pop1999","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop19904","pop20104","base20104","pop2010","pop2011","pop2012","pop2013","pop2014"
"01099",1,99,"Monroe County","Alabama","Monroe County","01","099",3,6,20883,21100,20600,20700,20700,20900,21200,21400,22000,22500,22651,22658,22628,22498,22861,22815,22877,23042,23169,23370,24123,23863,24010,24259,24393,24455,24391,24147,24005,23960,24281,24004,23803,23532,23351,23169,22986,22759,22648,22389,23968,,,,,,,
"01099",1,1099,"Monroe County, Alabama"," Alabama","Monroe County","01","01099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23068,23070,23003,22797,22609,22188,21947
"01101",1,1101,"Montgomery County, Alabama"," Alabama","Montgomery County","01","01101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229363,229363,229795,231571,229426,227271,226189
"01101",1,101,"Montgomery County","Alabama","Montgomery County","01","101",3,6,167790,169900,176100,179300,182900,183200,187000,188100,190600,193400,197038,199562,200094,200456,202530,203886,206257,207792,208436,209650,209344,211685,213905,215979,217324,217638,217605,217715,217392,215813,223413,222901,222936,222486,222085,222220,225333,225648,224525,224119,209085,,,,,,,
"01103",1,1103,"Morgan County, Alabama"," Alabama","Morgan County","01","01103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119490,119486,119557,119870,120057,119628,119607
"01103",1,103,"Morgan County","Alabama","Morgan County","01","103",3,6,77306,80300,81300,82400,84200,85500,86500,87500,89200,90500,90231,90113,90503,91258,92421,93930,95545,97141,97914,98771,100489,101904,103394,104978,105835,106708,107397,108377,109218,109665,111194,111494,111397,112287,112210,112951,114297,115148,116297,117293,100043,,,,,,,
"01105",1,1105,"Perry County, Alabama"," Alabama","Perry County","01","01105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10591,10581,10536,10502,10172,9978,9826
"01105",1,105,"Perry County","Alabama","Perry County","01","105",3,6,15388,15400,15200,14900,15200,14500,14400,14500,15000,14800,15012,14875,14743,14874,14695,14495,14081,13950,13540,13066,12706,12443,12369,12479,12575,12778,12605,12605,12682,12610,11808,11632,11521,11241,11078,10787,10554,10726,10753,10623,12759,,,,,,,
"01107",1,107,"Pickens County","Alabama","Pickens County","01","107",3,6,20326,20400,20900,21300,21500,21500,21500,21600,21900,21800,21481,21788,21697,21740,21691,21732,21605,21296,21003,20896,20682,20741,20930,20982,20902,20890,20982,20946,21019,21028,20904,20823,20708,20316,20096,19834,19698,19503,19385,19218,20699,,,,,,,
"01107",1,1107,"Pickens County, Alabama"," Alabama","Pickens County","01","01107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19746,19746,19706,19348,19344,19383,20365
"01109",1,109,"Pike County","Alabama","Pike County","01","109",3,6,25038,25100,24600,25100,25500,26300,26400,26300,26700,27400,28050,28503,27959,27844,27487,27841,27906,27797,27725,27648,27635,27989,28139,28346,28748,28558,28359,28540,28648,28469,29734,29631,29279,29413,29727,29685,29975,30186,30371,30461,27595,,,,,,,
"01109",1,1109,"Pike County, Alabama"," Alabama","Pike County","01","01109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32899,32899,32959,32922,33128,33682,33389
"01111",1,111,"Randolph County","Alabama","Randolph County","01","111",3,6,18331,18600,18300,19000,19200,19300,19600,19600,19900,19900,20075,20195,20245,19960,20063,19776,19673,19576,19808,19888,19942,20037,20253,20309,20239,20184,20209,19962,20025,20263,22414,22470,22429,22268,22394,22472,22461,22389,22620,22577,19881,,,,,,,
"01111",1,1111,"Randolph County, Alabama"," Alabama","Randolph County","01","01111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22913,22914,22928,22834,22657,22663,22539
"01113",1,113,"Russell County","Alabama","Russell County","01","113",3,6,45394,45600,45500,46300,45800,47400,47900,48200,47700,47800,47356,46853,46662,46054,46469,46660,47352,47509,47316,46604,46964,47690,48978,49948,51494,51376,51602,50737,50368,50071,49692,49408,49188,48684,48980,49094,49695,50227,50285,50846,46860,,,,,,,
"01113",1,1113,"Russell County, Alabama"," Alabama","Russell County","01","01113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52947,52949,53279,54845,57736,59430,59608
"01115",1,1115,"St. Clair County, Alabama"," Alabama","St. Clair County","01","01115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83593,83593,83800,84305,85165,86244,86697
"01115",1,115,"St. Clair County","Alabama","St. Clair County","01","115",3,6,27956,29500,31300,32200,33700,34800,36100,38000,39300,40500,41205,41729,42119,42494,44177,45351,46034,47502,48042,49164,50089,51376,52896,54525,56018,57812,59380,60648,62018,63852,65079,66013,67090,68292,69966,72004,75223,78515,80287,81895,49811,,,,,,,
"01117",1,117,"Shelby County","Alabama","Shelby County","01","117",3,6,38037,40100,42700,46200,49800,51700,54600,60200,63500,64500,66298,69275,70960,72847,75959,79601,83214,88469,92527,96496,100130,103375,107547,113605,119989,125322,130157,135805,140853,146392,144523,149280,153918,159608,165723,171678,178840,183478,188483,192503,99363,,,,,,,
"01117",1,1117,"Shelby County, Alabama"," Alabama","Shelby County","01","01117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195085,195218,196036,197988,200963,204196,206655
"01119",1,119,"Sumter County","Alabama","Sumter County","01","119",3,6,16974,15800,16500,16700,16500,16900,17200,17200,17300,16900,16908,17057,17003,16979,17131,17122,17073,16914,16565,16294,16166,16231,16118,16047,16303,16222,16164,15901,15765,15615,14748,14555,14143,13996,13869,13640,13471,13269,13102,12853,16174,,,,,,,
"01119",1,1119,"Sumter County, Alabama"," Alabama","Sumter County","01","01119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13763,13763,13748,13494,13411,13345,13166
"01121",1,121,"Talladega County","Alabama","Talladega County","01","121",3,6,65280,64800,65000,66600,68200,69000,70300,71700,72500,73500,73826,74336,74734,75511,75170,75278,75381,74738,74396,74228,74119,74446,74917,75453,75735,76064,76418,76648,77025,77521,80338,80291,80247,79776,79746,79902,80124,80186,80495,80242,74109,,,,,,,
"01121",1,1121,"Talladega County, Alabama"," Alabama","Talladega County","01","01121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82291,82291,82067,81781,81858,81339,81322
"01123",1,123,"Tallapoosa County","Alabama","Tallapoosa County","01","123",3,6,33840,33800,34900,35800,36500,37000,37700,37000,38700,39200,38766,38735,38429,38482,38462,38602,38555,38736,38769,38748,38891,39211,39338,39475,39571,39519,40077,40287,40360,40329,41743,41390,40947,40693,40605,40445,40719,40797,40920,41008,38826,,,,,,,
"01123",1,1123,"Tallapoosa County, Alabama"," Alabama","Tallapoosa County","01","01123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41616,41618,41490,41443,41156,41221,41165
"01125",1,1125,"Tuscaloosa County, Alabama"," Alabama","Tuscaloosa County","01","01125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194656,194653,195056,196697,198643,200744,202212
"01125",1,125,"Tuscaloosa County","Alabama","Tuscaloosa County","01","125",3,6,116029,119600,122200,123800,126200,127100,129300,131000,134200,135600,137541,138741,137532,138086,138930,141252,143703,146083,147451,148984,151015,153113,153188,154519,155892,158702,158511,159878,160761,161435,165191,166110,166610,167484,169051,172060,176899,178998,181780,184035,150500,,,,,,,
"01127",1,127,"Walker County","Alabama","Walker County","01","127",3,6,56246,58700,61800,62800,64100,65800,66700,68000,68900,69100,68660,68254,67978,67725,67733,67852,68513,68659,68149,67860,67652,68016,68318,68670,68921,69462,70177,70677,71006,71318,70680,70577,70097,69514,69153,69124,68978,68655,68903,68742,67670,,,,,,,
"01127",1,1127,"Walker County, Alabama"," Alabama","Walker County","01","01127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67023,67023,66991,66607,66125,65859,65471
"01129",1,129,"Washington County","Alabama","Washington County","01","129",3,6,16241,16500,16400,16400,16500,16900,16600,16700,17100,16800,16821,17581,17568,17496,17188,17060,16942,17070,16965,16767,16694,16777,16814,17054,17070,17263,17425,17585,17663,17742,18112,17890,17795,17743,17579,17410,17369,17124,17088,17069,16694,,,,,,,
"01129",1,1129,"Washington County, Alabama"," Alabama","Washington County","01","01129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17581,17583,17601,17319,17088,16842,16834
"01131",1,1131,"Wilcox County, Alabama"," Alabama","Wilcox County","01","01131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11670,11665,11579,11510,11386,11262,11098
"01131",1,131,"Wilcox County","Alabama","Wilcox County","01","131",3,6,16303,16200,15800,15200,14500,14800,14800,14600,14500,14400,14755,14873,15054,15148,14861,14783,14629,14489,14066,13828,13510,13760,13686,13705,13681,13641,13604,13455,13451,13414,12980,12908,12928,12781,12721,12642,12538,12580,12617,12384,13568,,,,,,,
"01133",1,1133,"Winston County, Alabama"," Alabama","Winston County","01","01133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24484,24483,24409,24348,24185,24187,24150
"01133",1,133,"Winston County","Alabama","Winston County","01","133",3,6,16654,17700,19100,20000,20100,20400,21000,21500,21700,22200,21953,21976,21966,21801,22130,22207,22115,21838,21740,21864,22105,22009,22252,22623,23105,23333,23735,23970,24130,24459,24882,24546,24468,24350,24307,24236,24321,24326,24068,23997,22053,,,,,,,
"02000",2,0,"Alaska","Alaska","Alaska","02","000",4,9,302583,316000,326000,333000,345000,371000,393000,397000,402000,403000,401851,418493,449606,488418,513704,532496,544269,539310,541984,547160,553120,569273,587073,596993,600624,601345,604918,608846,615205,619500,627499,633316,642691,650884,661569,669488,677325,682297,688125,698473,550043,,,,,,,
"02010",2,10,"Aleutian Islands",,,"02","010",,,8221,8000,7800,7700,8500,8500,8600,8500,8100,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02013",2,13,"Aleutians East Borough","Alaska","Aleutians East Borough","02","013",4,9,,,,,,,,,,,1643,1491,1756,1811,1826,1752,1859,1929,2185,2439,2460,2419,2447,2346,2246,2286,2298,2288,2221,2179,2686,2461,2640,2677,2637,2637,2619,2818,2724,2744,2464,,,,,,,
"02013",2,2013,"Aleutians East Borough, Alaska"," Alaska","Aleutians East Borough","02","02013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3141,3141,3178,3267,3320,3351,3360
"02016",2,2016,"Aleutians West Census Area, Alaska"," Alaska","Aleutians West Census Area","02","02016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5561,5561,5551,5587,5671,5692,5750
"02016",2,16,"Aleutians West Census Area","Alaska","Aleutians West Census Area","02","016",4,9,,,,,,,,,,,6125,6490,7092,7277,7563,7982,7932,8383,8542,9305,9514,9005,8600,9020,6233,4909,4740,4100,3941,3913,5435,5343,5170,5439,5464,5422,5019,4763,4604,4659,9478,,,,,,,
"02020",2,2020,"Anchorage Municipality, Alaska"," Alaska","Anchorage Municipality","02","02020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291826,291826,293337,296282,298633,301629,301010
"02020",2,20,"Anchorage Municipality","Alaska","Anchorage Municipality","02","020",4,9,126385,134600,143200,147300,152400,165000,174500,177000,179600,178800,174431,180969,195216,211028,220254,226848,229965,225170,224371,225374,227583,234893,245201,249562,251481,251009,249571,251359,255618,257808,260586,263929,268163,271616,274852,276863,279935,278504,280471,286174,226338,,,,,,,
"02050",2,50,"Bethel Census Area","Alaska","Bethel Census Area","02","050",4,9,9049,9500,9800,10500,10700,11300,11400,11400,11400,11600,10999,11250,11997,12261,12769,12912,13135,13117,13608,13713,13728,13982,14256,14665,14999,15385,15582,15771,16005,16215,16103,16247,16541,16699,16834,16997,17090,17100,17215,17352,13660,,,,,,,
"02050",2,2050,"Bethel Census Area, Alaska"," Alaska","Bethel Census Area","02","02050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17013,17013,17068,17453,17687,17806,17868
"02060",2,2060,"Bristol Bay Borough, Alaska"," Alaska","Bristol Bay Borough","02","02060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,997,1002,1038,984,955,957
"02060",2,60,"Bristol Bay Borough","Alaska","Bristol Bay Borough","02","060",4,9,1147,1200,1000,1100,1100,1200,1200,1200,1100,1100,1094,1195,1265,1289,1264,1428,1412,1435,1580,1571,1380,1387,1463,1549,1115,1007,1052,1091,1090,1061,1230,1181,1136,1101,1093,1104,1038,997,956,881,1410,,,,,,,
"02068",2,2068,"Denali Borough, Alaska"," Alaska","Denali Borough","02","02068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826,1826,1832,1869,1906,1933,1921
"02068",2,68,"Denali Borough","Alaska","Denali Borough","02","068",4,9,,,,,,,,,,,,,,,,,,,,,1724,1828,1907,1827,1922,1908,2006,1968,1938,1883,1892,1840,1860,1863,1896,1835,1828,1805,1821,1851,1682,,,,,,,
"02070",2,2070,"Dillingham Census Area, Alaska"," Alaska","Dillingham Census Area","02","02070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4847,4847,4869,4969,4968,4988,4988
"02070",2,70,"Dillingham Census Area","Alaska","Dillingham Census Area","02","070",4,9,3988,4100,4200,4200,4400,4700,4700,4800,4900,4800,3232,3124,3402,3649,3752,3739,3793,3933,4012,4086,4022,4106,4253,4343,4403,4376,4425,4446,4488,4565,4922,4866,4951,4877,4921,4938,4945,4963,4926,4957,4010,,,,,,,
"02090",2,90,"Fairbanks North Star Borough","Alaska","Fairbanks North Star Borough","02","090",4,9,45864,47300,47700,47700,48500,51800,56000,55400,55300,54900,53983,56576,59905,65695,68300,71433,73520,73528,75364,77121,78091,80613,82743,83334,83978,82515,83562,83261,84253,84366,82769,85233,87329,89198,92301,94451,94803,97952,98351,98660,77720,,,,,,,
"02090",2,2090,"Fairbanks North Star Borough, Alaska"," Alaska","Fairbanks North Star Borough","02","02090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97581,97581,98174,98029,100227,100807,99357
"02100",2,2100,"Haines Borough, Alaska"," Alaska","Haines Borough","02","02100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508,2508,2504,2572,2572,2569,2566
"02100",2,100,"Haines Borough","Alaska","Haines Borough","02","100",4,9,1504,1700,1700,1700,1800,2000,1900,1700,1700,1700,1680,1784,1872,2144,2076,2297,2009,1960,2031,2130,2115,2234,2165,2191,2286,2271,2271,2311,2321,2288,2397,2321,2301,2309,2243,2232,2245,2315,2327,2399,2117,,,,,,,
"02105",2,2105,"Hoonah-Angoon Census Area, Alaska"," Alaska","Hoonah-Angoon Census Area","02","02105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2149,2149,2124,2140,2134,2082
"02105",2,105,"Hoonah-Angoon Census Area","Alaska","Hoonah-Angoon Census Area","02","105",4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2561,2528,2463,2353,2294,2270,2228,2203,2182,2127,,,,,,,,
"02110",2,2110,"Juneau City and Borough, Alaska"," Alaska","Juneau City and Borough","02","02110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,31275,31386,32170,32411,32626,32406
"02110",2,110,"Juneau City and Borough","Alaska","Juneau City and Borough","02","110",4,9,13556,14700,15200,15900,16600,17600,18600,19100,19400,19900,19528,20494,23155,24985,26206,27117,27685,26800,26064,26305,27034,27879,28320,28654,28704,29199,29912,30296,30143,30192,30668,30480,30717,30892,30978,30872,30681,30544,30991,30796,26752,,,,,,,
"02122",2,2122,"Kenai Peninsula Borough, Alaska"," Alaska","Kenai Peninsula Borough","02","02122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55400,55400,55566,56369,56958,57067,57477
"02122",2,122,"Kenai Peninsula Borough","Alaska","Kenai Peninsula Borough","02","122",4,9,16586,16500,16700,15900,16100,18300,19900,21400,22600,23500,25282,27098,29587,33225,36036,37773,40144,40316,40060,40069,41099,42531,43285,43903,45191,46212,47243,47806,48321,48993,49648,50036,50822,50923,51321,51527,52179,53238,53651,54665,40802,,,,,,,
"02130",2,2130,"Ketchikan Gateway Borough, Alaska"," Alaska","Ketchikan Gateway Borough","02","02130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13477,13477,13536,13654,13709,13695,13787
"02130",2,130,"Ketchikan Gateway Borough","Alaska","Ketchikan Gateway Borough","02","130",4,9,10041,10600,10500,10700,11000,11500,11400,11300,11300,11100,11316,12131,12682,13561,13678,13304,13221,12964,13319,13566,13956,14115,14467,14514,14611,14686,14835,14642,14228,14097,13983,13743,13540,13266,13122,13150,13302,13124,13081,13005,13828,,,,,,,
"02150",2,150,"Kodiak Island Borough","Alaska","Kodiak Island Borough","02","150",4,9,9409,9400,9200,8200,8700,9200,9200,9200,9200,9400,9939,10248,10755,11506,12061,12243,12689,12598,13001,13099,13400,13937,14149,14435,14974,14883,14905,14719,14479,14350,13966,13717,13629,13303,13178,13050,13093,13074,13170,13346,13309,,,,,,,
"02150",2,2150,"Kodiak Island Borough, Alaska"," Alaska","Kodiak Island Borough","02","02150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13592,13606,13637,13807,14075,14115,13986
"02164",2,164,"Lake and Peninsula Borough","Alaska","Lake and Peninsula Borough","02","164",4,9,,,,,,,,,,,1384,1328,1369,1477,1561,1632,1648,1663,1628,1703,1673,1693,1737,1709,1753,1769,1744,1725,1736,1748,1809,1693,1585,1574,1576,1557,1529,1525,1494,1485,1666,,,,,,,
"02164",2,2164,"Lake and Peninsula Borough, Alaska"," Alaska","Lake and Peninsula Borough","02","02164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631,1635,1638,1656,1643,1662,1631
"02170",2,170,"Matanuska-Susitna Borough","Alaska","Matanuska-Susitna Borough","02","170",4,9,6509,7300,7800,8400,9000,10200,11600,12700,14400,16200,17816,18862,21645,26281,32011,37280,40109,40041,39274,38584,40151,42284,44709,46396,47982,49998,52018,53920,55793,57945,59848,61910,64540,67515,71205,74988,79406,82404,85319,88379,39683,,,,,,,
"02170",2,2170,"Matanuska-Susitna Borough, Alaska"," Alaska","Matanuska-Susitna Borough","02","02170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88995,88995,89783,91858,93798,95892,97882
"02180",2,2180,"Nome Census Area, Alaska"," Alaska","Nome Census Area","02","02180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9492,9492,9543,9844,9873,9884,9817
"02180",2,180,"Nome Census Area","Alaska","Nome Census Area","02","180",4,9,5749,5800,5900,6000,6200,6600,6800,6700,6700,6600,6537,6691,7002,7538,7964,7997,8324,8122,8361,8397,8309,8377,8565,8638,8727,8768,8854,8931,9004,8908,9171,9188,9185,9260,9397,9377,9293,9310,9326,9391,8288,,,,,,,
"02185",2,2185,"North Slope Borough, Alaska"," Alaska","North Slope Borough","02","02185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9430,9430,9467,9534,9655,9733,9703
"02185",2,185,"North Slope Borough","Alaska","North Slope Borough","02","185",4,9,3451,2700,2600,2700,3500,3500,3900,3800,3700,3800,4199,4396,4278,4576,4878,5081,5285,5252,5705,5888,6043,6209,6538,6665,6772,6977,7091,7223,7017,7089,7369,7212,7149,7125,6942,6798,6675,6630,6725,6752,5986,,,,,,,
"02188",2,2188,"Northwest Arctic Borough, Alaska"," Alaska","Northwest Arctic Borough","02","02188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7523,7523,7531,7708,7709,7697,7717
"02188",2,188,"Northwest Arctic Borough","Alaska","Northwest Arctic Borough","02","188",4,9,4048,4500,4500,4800,4500,4900,4800,4800,4800,4800,4831,4715,5021,5337,5600,5747,5869,5950,6087,6217,6138,6198,6337,6443,6505,6495,6523,6665,6764,6720,7219,7244,7234,7277,7363,7374,7438,7425,7467,7444,6106,,,,,,,
"02195",2,2195,"Petersburg Census Area, Alaska"," Alaska","Petersburg Census Area","02","02195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3815,3207,3209,3235,3241,3213,3160
"02195",2,195,"Petersburg Census Area","Alaska","Petersburg Census Area","02","195",4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248,4198,4087,3995,4051,3956,3876,3888,3816,3773,,,,,,,,
"02198",2,2198,"Prince of Wales-Hyder Census Area, Alaska"," Alaska","Prince of Wales-Hyder Census Area","02","02198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5559,6172,6214,6379,6387,6402,6396
"02198",2,198,"Prince of Wales-Hyder Census Area","Alaska","Prince of Wales-Hyder Census Area","02","198",4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6105,5902,5700,5684,5665,5588,5646,5531,5535,5560,,,,,,,,
